Token,LOC,PER,ORG,MISC
pourrait
-on
bien
les
décrocher
,
ces
cinq
francs-là
?
L'
argent
du
foyer
est
sacré
,
et
sous
aucun
prétexte
...
Eh
!
parbleu
,
j'
ai
notre
affaire
.
Voici
le
mois
de
mars
qui
vient
,
et
avec
lui
le
printemps
,
la
chaleur
,
le
soleil
.
–
Eh
bien
,
Jacques
?
–
Eh
bien
,
Daniel
,
quand
il
fait
chaud
,
le
charbon
est
inutile
:
soit
5
francs
de
charbon
,
que
nous
transformons
en
5
francs
de
bougie
	;	
et
voilà
le
problème
résolu
...
Décidément
,
je
suis
né
pour
être
ministre
des
Finances
...
Qu'
en
dis
-
tu
?
Cette
fois
,
le
budget
tient
sur
ses
jambes
,
et
je
crois
que
nous
n'
avons
rien
oublié
...
Il
y
a
bien
encore
la
question
des
souliers
et
des
vêtements
,
mais
je
sais
ce
que
je
vais
faire
...
J'
ai
tous
les
jours
ma
soirée
libre
à
partir
de
huit
heures
,
je
chercherai
une
place
de
teneur
de
livres
chez
quelque
petit
marchand
.
Bien
sûr
que
l'
ami
Pierrotte
me
trouvera
cela
facilement
.
–
Ah
!
çà
,
Jacques
,
vous
êtes
donc
très
liés
,
toi
et
l'
ami
Pierrotte
?
...
Est
-ce
que
tu
y
vas
souvent
?
–
Oui
,
très
souvent
.
Le
soir
,
on
fait
de
la
musique
.
–
Tiens
!
Pierrotte
est
musicien
.
–
Non
!
pas
lui
sa
fille
.
–
Sa
fille
!
...
Il
a
donc
une
fille
?
...
Hé
!
hé
!
Jacques
...
Est-elle
jolie
,
Mlle
Pierrotte
?
–
Oh
!
tu
m'
en
demandes
trop
pour
une
fois
,
mon
petit
Daniel
...
Un
autre
jour
,
je
te
répondrai
.
«
Maintenant
,
il
est
tard
	;	
allons
nous
coucher
.
»
Et
pour
cacher
l'
embarras
que
lui
causent
mes
questions
,
Jacques
se
met
à
border
le
lit
activement
avec
un
soin
de
vieille
fille
.
C'
est
un
lit
de
fer
à
une
place
,
en
tout
pareil
à
celui
dans
lequel
nous
couchions
tous
les
deux
,
à
Lyon
,
rue
Lanterne
.
«
T'
en
souviens
-
tu
,
Jacques
,
de
notre
petit
lit
de
la
rue
Lanterne
,
quand
nous
lisions
des
romans
en
cachette
,
et
que
M.
Eyssette
nous
criait
du
fond
de
son
lit
,
avec
sa
plus
grosse
voix
:
«
Éteignez
vite
,
ou
je
me
lève
!
»
Jacques
se
souvient
de
cela
,
et
aussi
de
bien
d'
autres
choses
...
De
souvenir
en
souvenir
,
minuit
sonne
à
Saint-Germain
qu'
on
ne
songe
pas
encore
à
dormir
.
«
Allons
!
...
bonne
nuit
!
»
me
dit
Jacques
résolument
.
Mais
au
bout
de
cinq
minutes
,
je
l'
entends
qui
pouffe
de
rire
sous
sa
couverture
.
«
De
quoi
ris
-
tu
,
Jacques
?
...
–
Je
ris
de
l'
abbé
Micou
,
tu
sais
,
l'
abbé
Micou
de
la
manécanterie
...
Te
le
rappelles
-
tu
?
...
–
Parbleu
!
...
»
Et
nous
voilà
partis
à
rire
,
à
rire
,
à
bavarder
,
à
bavarder
...
Cette
fois
,
c'
est
moi
qui
suis
raisonnable
et
qui
dis
:
«
Il
faut
dormir
.
»
Mais
un
moment
après
,
je
recommence
de
plus
belle
:
«
Et
Rouget
,
Jacques
.
Est
-ce
que
tu
t'
en
souviens
?
...
»
Là
-
dessus
,
nouveaux
éclats
de
rire
et
causeries
à
n'
en
plus
finir
...
Soudain
un
grand
coup
de
poing
ébranle
la
cloison
de
mon
côté
,
du
côté
dé
la
ruelle
.
Consternation
générale
.
«
C'
est
Coucou
-
Blanc
...
,
me
dit
Jacques
tout
bas
dans
l'
oreille
.
–
Coucou
-
Blanc
!
...
Qu'
est
-ce
que
cela
?
–
Chut
!
...
pas
si
haut
...
Coucou
-
Blanc
est
notre
voisine
.
Elle
se
plaint
sans
doute
que
nous
l'
empêchons
de
dormir
.
–
Dis
donc
,
Jacques
!
quel
drôle
de
nom
elle
a
notre
voisine
!
...
Coucou
-
Blanc
!
Est
-ce
qu'
elle
est
jeune
?
...
–
Tu
pourras
en
juger
toi
-
même
,
mon
cher
.
Un
jour
ou
l'
autre
,
vous
vous
rencontrerez
dans
l'
escalier
.
Mais
en
attendant
,
dormons
vite
...
sans
quoi
Coucou
-
Blanc
pourrait
bien
se
fâcher
encore
.
»
Là
-
dessus
,
Jacques
souffle
la
bougie
,
et
M.
Daniel
Eyssette
(
de
l'
Académie
française
)
s'
endort
sur
l'
épaule
de
son
frère
comme
quand
il
avait
dix
ans
.
V
--
COUCOU
-
BLANC
ET
LA
DAME
DU
PREMIER
Il
y
a
,
sur
la
place
de
Saint-Germain-des-Prés
,
dans
le
coin
de
l'
église
,
à
gauche
et
tout
au
bord
des
toits
,
une
petite
fenêtre
qui
me
serre
le
cœur
chaque
fois
que
je
la
regarde
.
C'
est
la
fenêtre
de
notre
ancienne
chambre
	;	
et
,
encore
aujourd'hui
,
quand
je
passe
par
là
,
je
me
figure
que
le
Daniel
d'
autrefois
est
toujours
là
-
haut
,
assis
à
sa
table
contre
la
vitre
,
et
qu'
il
sourit
de
pitié
en
voyant
dans
la
rue
le
Daniel
d'
aujourd'hui
triste
et
déjà
courbé
.
Ah
!
vieille
horloge
de
Saint-Germain
,
que
de
belles
heures
tu
m'
as
sonnées
quand
j'
habitais
là
-
haut
,
avec
ma
mère
Jacques
!
...
Est
-ce
que
tu
ne
pourrais
pas
m'
en
sonner
encore
quelques
-
unes
de
ces
heures
de
vaillance
et
de
jeunesse
?
J'
étais
si
heureux
dans
ce
temps
-là
...
Je
travaillais
de
si
bon
cœur
!
...
Le
matin
,
on
se
levait
avec
le
jour
.
Jacques
,
tout
de
suite
,
s'
occupait
du
ménage
.
Il
allait
chercher
de
l'
eau
,
balayait
la
chambre
,
rangeait
ma
table
.
Moi
,
je
n'
avais
le
droit
de
toucher
à
rien
.
Si
je
lui
disais
:
«
Jacques
,
veux
-
tu
que
je
t'
aide
?
»
Jacques
se
mettait
à
rire
:
«
Tu
n'
y
songes
pas
,
Daniel
.
Et
la
dame
du
premier
?
»
Avec
ces
deux
mots
gros
d'
allusions
,
il
me
fermait
la
bouche
.
Voici
pourquoi
.
Pendant
les
premiers
jours
de
notre
vie
à
deux
,
c'
était
moi
qui
étais
chargé
de
descendre
chercher
de
l'
eau
dans
la
cour
.
À
une
autre
heure
de
la
journée
,
je
n'
aurais
peut-être
pas
osé
!
mais
,
le
matin
,
toute
la
maison
dormait
encore
,
et
ma
vanité
ne
risquait
pas
d'
être
rencontrée
dans
l'
escalier
une
cruche
à
la
main
.
Je
descendais
,
en
m'
éveillant
,
à
peine
vêtu
.
À
cette
heure
-là
,
la
cour
était
déserte
.
Quelquefois
,
un
palefrenier
en
casaque
rouge
nettoyait
ses
harnais
près
de
la
pompe
.
C'
était
le
cocher
de
la
dame
du
premier
,
une
jeune
créole
très
élégante
dont
on
s'
occupait
beaucoup
dans
la
maison
.
La
présence
de
cet
homme
suffisait
pour
me
gêner
	;	
quand
il
était
là
,
j'
avais
honte
,
je
pompais
vite
et
je
remontais
avec
ma
cruche
à
moitié
remplie
.
Une
fois
en
haut
,
je
me
trouvais
très
ridicule
,
ce
qui
ne
m'
empêchait
pas
d'
être
aussi
gêné
le
lendemain
,
si
j'
apercevais
la
casaque
rouge
dans
la
cour
...
Or
,
un
matin
que
j'
avais
eu
la
chance
d'
éviter
cette
formidable
casaque
,
je
remontais
allégrement
et
ma
cruche
toute
pleine
,
lorsque
,
à
la
hauteur
du
premier
étage
,
je
me
trouvai
face
à
face
avec
une
dame
qui
descendait
.
C'
était
la
dame
du
premier
.
Droite
et
fière
,
les
yeux
baissés
sur
un
livre
,
elle
allait
lentement
dans
un
flot
d'
étoffes
soyeuses
.
À
première
vue
,
elle
me
parut
belle
,
quoique
un
peu
pâle
	;	
ce
qui
me
resta
d'
elle
,
surtout
,
c'
est
une
petite
cicatrice
blanche
qu'
elle
avait
dans
un
coin
,
au
-
dessous
de
la
lèvre
.
En
passant
devant
moi
,
la
dame
leva
les
yeux
.
J'
étais
debout
contre
le
mur
,
ma
cruche
à
la
main
,
tout
rouge
et
tout
honteux
.
Pensez
!
être
surpris
ainsi
comme
un
porteur
d'
eau
,
mal
peigné
,
ruisselant
,
le
cou
nu
,
la
chemise
entrouverte
...
quelle
humiliation
!
J'
aurais
voulu
entrer
dans
la
muraille
...
La
dame
me
regarda
un
moment
bien
en
face
d'
un
air
de
reine
indulgente
,
avec
un
petit
sourire
,
puis
elle
passa
...
Quand
je
remontai
,
j'
étais
furieux
.
Je
racontai
mon
aventure
à
Jacques
,
qui
se
moqua
beaucoup
de
ma
vanité
	;	
mais
le
lendemain
,
il
prit
la
cruche
sans
rien
dire
et
descendit
.
Depuis
lors
,
il
descendit
ainsi
tous
les
matins
	;	
et
moi
,
malgré
mes
remords
,
je
le
laissais
faire
:
j'
avais
trop
peur
de
rencontrer
encore
la
dame
du
premier
.
Le
ménage
fini
,
Jacques
s'
en
allait
chez
son
marquis
,
et
je
ne
le
revoyais
plus
que
dans
la
soirée
.
Je
passais
mes
journées
tout
seul
,
en
tête-à-tête
avec
la
Muse
ou
ce
que
j'
appelais
la
Muse
.
Du
matin
au
soir
,
la
fenêtre
restait
ouverte
avec
ma
table
devant
,
et
sur
cet
établi
,
du
matin
au
soir
j'
enfilais
des
rimes
.
De
temps
en
temps
un
pierrot
venait
boire
à
ma
gouttière
	;	
il
me
regardait
un
moment
d'
un
air
effronté
,
puis
il
allait
dire
aux
autres
ce
que
je
faisais
,
et
j'
entendais
le
bruit
sec
de
leurs
petites
pattes
sur
les
ardoises
...
J'
avais
aussi
les
cloches
de
Saint-Germain
qui
me
rendaient
visite
plusieurs
fois
dans
le
jour
.
J'
aimais
bien
quand
elles
venaient
me
voir
.
Elles
entraient
bruyamment
par
la
fenêtre
et
remplissaient
la
chambre
de
musique
.
Tantôt
des
carillons
joyeux
et
fous
précipitaient
leurs
doubles
croches
,
tantôt
des
glas
noirs
,
lugubres
,
dont
les
notes
tombaient
une
à
une
comme
des
larmes
.
Puis
j'
avais
les
angélus
:
l'
angélus
de
midi
,
un
archange
aux
habits
de
soleil
qui
entrait
chez
moi
tout
resplendissant
de
lumière
	;	
l'
angélus
du
soir
,
un
séraphin
mélancolique
qui
descendait
dans
un
rayon
de
lune
et
faisait
toute
la
chambre
humide
en
y
secouant
ses
grandes
ailes
...
La
Muse
,
les
pierrots
,
les
cloches
,
je
ne
recevais
jamais
d'
autres
visites
.
Qui
serait
venu
me
voir
?
Personne
ne
me
connaissait
.
À
la
crémerie
de
la
rue
Saint-Benoît
,
j'
avais
toujours
soin
de
me
mettre
à
une
petite
table
à
part
de
tout
le
monde
	;	
je
mangeais
vite
,
les
yeux
dans
mon
assiette
	;	
puis
,
le
repas
fini
,
je
prenais
mon
chapeau
furtivement
et
je
rentrais
à
toutes
jambes
.
Jamais
une
distraction
,
jamais
une
promenade
	;	
pas
même
la
musique
au
Luxembourg
.
Cette
timidité
maladive
que
je
tenais
de
Mme
Eyssette
était
encore
augmentée
par
le
détachement
de
mon
costume
et
ces
malheureux
caoutchoucs
qu'
on
n'
avait
pas
pu
remplacer
.
La
rue
me
faisait
peur
,
me
rendait
honteux
.
Je
n'
aurais
jamais
voulu
descendre
de
mon
clocher
.
Quelquefois
pourtant
,
par
ces
jolis
soirs
mouillés
des
printemps
parisiens
,
je
rencontrais
,
en
revenant
de
la
crémerie
,
des
volées
d'
étudiants
en
belle
humeur
,
et
de
les
voir
s'
en
aller
ainsi
bras
dessus
bras
dessous
,
avec
leurs
grands
chapeaux
,
leurs
pipes
,
leurs
maîtresses
,
cela
me
donnait
des
idées
...
Alors
je
remontais
bien
vite
mes
cinq
étages
,
j'
allumais
ma
bougie
,
et
je
me
mettais
au
travail
rageusement
jusqu'
à
l'
arrivée
de
Jacques
.
Quand
Jacques
arrivait
,
la
chambre
changeait
d'
aspect
.
Elle
était
toute
gaieté
,
bruit
,
mouvement
.
On
chantait
,
on
riait
,
on
se
demandait
des
nouvelles
de
la
journée
.
«
As
-
tu
bien
travaillé
?
me
disait
Jacques
,
ton
poème
avance
-t
-il
?
»
Puis
il
me
racontait
quelque
nouvelle
invention
de
son
original
marquis
,
tirait
de
sa
poche
des
friandises
du
dessert
mises
de
côté
pour
moi
,
et
s'
amusait
à
me
les
voir
croquer
à
belles
dents
.
Après
quoi
,
je
retournais
à
l'
établi
aux
rimes
.
Jacques
faisait
deux
ou
trois
tours
dans
la
chambre
,
et
,
quand
il
me
croyait
bien
en
train
,
s'
esquivait
en
me
disant
:
«
Puisque
tu
travailles
,
je
vais
là
-
bas
passer
un
moment
.
»
Là
-
bas
,
cela
voulait
dire
chez
Pierrotte
	;	
et
si
vous
n'
avez
pas
déjà
deviné
pourquoi
Jacques
allait
si
souvent
là
-
bas
,
c'
est
que
vous
n'
êtes
pas
bien
habile
.
Moi
,
je
compris
tout
,
dès
le
premier
jour
,
rien
qu'
à
le
voir
lisser
ses
cheveux
devant
la
glace
avant
de
partir
,
et
recommencer
trois
ou
quatre
fois
son
nœud
de
cravate
	;	
mais
pour
ne
pas
le
gêner
,
je
faisais
semblant
de
ne
me
douter
de
rien
et
je
me
contentais
de
rire
au
-
dedans
de
moi
,
en
pensant
des
choses
...
Jacques
parti
,
en
avant
les
rimes
!
À
cette
heure
-là
je
n'
avais
plus
le
moindre
bruit
	;	
les
pierrots
,
les
angélus
,
tous
mes
amis
étaient
couchés
.
Complet
tête-à-tête
avec
la
Muse
...
Vers
neuf
heures
,
j'
entendais
monter
dans
l'
escalier
--
un
petit
escalier
de
bois
qui
faisait
suite
au
grand
.
C'
était
Mlle
Coucou
Blanc
,
notre
voisine
,
qui
rentrait
.
À
partir
de
ce
moment
,
je
ne
travaillais
plus
.
Ma
cervelle
émigrait
effrontément
chez
la
voisine
et
n'
en
bougeait
pas
...
Que
pouvait
-elle
bien
être
,
cette
mystérieuse
Coucou
-
Blanc
?
...
Impossible
d'
avoir
le
moindre
renseignement
à
son
endroit
...
Si
j'
en
parlais
à
Jacques
,
il
prenait
un
petit
air
en
dessous
pour
me
dire
:
«
Comment
!
...
tu
ne
l'
as
pas
encore
rencontrée
,
notre
superbe
voisine
?
»
Mais
,
jamais
il
ne
s'
expliquait
davantage
.
Moi
je
pensais
:
«
Il
ne
veut
pas
que
je
la
connaisse
...
C'
est
sans
doute
une
grisette
du
Quartier
latin
.
»
Et
cette
idée
m'
embrasait
la
tête
.
Je
me
figurais
quelque
chose
de
frais
,
de
jeune
,
de
joyeux
une
grisette
,
quoi
!
Il
n'
y
avait
pas
jusqu'
à
ce
nom
de
Coucou
-
Blanc
qui
ne
me
parût
plein
de
saveur
,
un
de
ces
jolis
sobriquets
d'
amour
comme
Musette
ou
Mimi
Pinson
.
C'
était
,
dans
tous
les
cas
,
une
Musette
bien
sage
et
bien
rangée
que
ma
voisine
,
une
Musette
de
Nanterre
,
qui
rentrait
tous
les
soirs
à
la
même
heure
,
et
toujours
seule
.
Je
savais
cela
pour
avoir
plusieurs
jours
de
suite
,
à
l'
heure
où
elle
arrivait
,
appliqué
mon
oreille
à
sa
cloison
...
Invariablement
,
voici
ce
que
j'
entendais
:
d'
abord
comme
un
bruit
de
bouteille
qu'
on
débouche
et
rebouche
plusieurs
fois
	",,,,
Celui,,,,
qu',,,,
elle,,,,
aime,,,,
n',,,,
a,,,,
pas,,,,
parlé,,,,
,,,,
il,,,,
n',,,,
a,,,,
pas,,,,
eu,,,,
besoin,,,,
de,,,,
parler,,,,
pour,,,,
être,,,,
aimé,,,,
.,,,,
"
»
Là
-
dessus
,
le
pauvre
garçon
se
mit
à
marcher
de
long
en
large
dans
la
chambre
.
Moi
,
je
le
regardais
,
immobile
,
ma
rose
rouge
à
la
main
.
«
Ce
qui
arrive
devait
arriver
,
reprit
-il
au
bout
d'
un
moment
.
Il
y
a
longtemps
que
j'
avais
prévu
tout
cela
.
«
Je
savais
que
,
si
elle
te
voyait
,
elle
ne
voudrait
jamais
de
moi
...
Voilà
pourquoi
j'
ai
si
longtemps
tardé
à
t'
amener
là
-
bas
.
J'
étais
jaloux
de
toi
par
avance
.
«
Pardonne
-moi
,
je
l'
aimais
tant
!
...
Un
jour
,
enfin
,
j'
ai
voulu
tenter
l'
épreuve
,
et
je
t'
ai
laissé
venir
.
Ce
jour
-là
,
mon
cher
,
j'
ai
compris
que
c'
était
fini
.
Au
bout
de
cinq
minutes
,
elle
t'
a
regardé
comme
jamais
elle
n'
a
regardé
personne
.
Tu
t'
en
es
bien
aperçu
,
toi
aussi
.
«
Oh
!
ne
mens
pas
,
tu
t'
en
es
aperçu
.
La
preuve
,
c'
est
que
tu
es
resté
plus
d'
un
mois
sans
retourner
là
-
bas
	;	
mais
,
pécaire
!
cela
ne
m'
a
guère
servi
...
Pour
les
âmes
comme
la
sienne
,
les
absents
n'
ont
jamais
tort
,
au
contraire
...
Chaque
fois
que
j'
y
allais
,
elle
ne
faisait
que
me
parler
de
toi
,
et
si
naïvement
,
avec
tant
de
confiance
et
d'
amour
...
C'
était
un
vrai
supplice
.
«
Maintenant
c'
est
fini
...
J'
aime
mieux
ça
.
»
Jacques
me
parla
ainsi
longuement
avec
la
même
douceur
,
le
même
sourire
résigné
.
Tout
ce
qu'
il
disait
me
faisait
peine
et
plaisir
à
la
fois
.
Peine
,
parce
que
je
le
sentais
malheureux
	;	
plaisir
,
parce
que
je
voyais
à
travers
chacune
de
ses
paroles
les
yeux
noirs
qui
me
luisaient
,
tout
pleins
de
moi
.
Quand
il
eut
fini
,
je
m'
approchai
de
lui
,
un
peu
honteux
,
mais
sans
lâcher
la
petite
rose
rouge
:
«
Jacques
,
est
-ce
que
tu
ne
vas
plus
m'
aimer
maintenant
?
»
Il
sourit
,
et
me
serrant
contre
son
cœur
:
«
T'
es
bête
,
je
t'
aimerai
bien
davantage
.
»
C'
est
une
vérité
.
L'
histoire
de
la
rose
rouge
ne
changea
rien
à
la
tendresse
de
ma
mère
Jacques
,
pas
même
à
son
humeur
.
Je
crois
qu'
il
souffrit
beaucoup
,
mais
il
ne
le
laissa
jamais
voir
.
Pas
un
soupir
,
pas
une
plainte
,
rien
.
Comme
par
le
passé
,
il
continua
d'
aller
là
-
bas
le
dimanche
et
de
faire
bon
visage
à
tous
.
Il
n'
y
eut
que
les
nœuds
de
cravate
de
supprimés
.
Du
reste
,
toujours
calme
et
fier
,
travaillant
à
se
tuer
,
et
marchant
courageusement
dans
la
vie
,
les
yeux
fixés
sur
un
seul
but
,
la
reconstruction
du
foyer
...
O
Jacques
!
ma
mère
Jacques
!
Quant
à
moi
,
du
jour
où
je
pus
aimer
les
yeux
noirs
librement
,
sans
remords
,
je
me
jetai
à
corps
perdu
dans
ma
passion
...
Je
ne
bougeais
plus
de
chez
Pierrotte
.
J'
y
avais
gagné
tous
les
cœurs
	;	
--
au
prix
de
quelles
lâchetés
,
grand
Dieu
?
Apporter
du
sucre
à
M.
Lalouette
,
faire
la
partie
de
la
dame
de
grand
mérite
,
rien
ne
me
coûtait
...
Je
m'
appelais
Désir-de-plaire
dans
cette
maison
-là
...
En
général
,
Désir-de-plaire
venait
vers
le
milieu
de
la
journée
.
À
cette
heure
,
Pierrotte
était
au
magasin
,
et
Mlle
Camille
toute
seule
en
haut
,
dans
le
salon
,
avec
la
dame
de
grand
mérite
.
Dès
que
j'
arrivais
,
les
yeux
noirs
se
montraient
bien
vite
,
et
presque
aussitôt
la
dame
de
grand
mérite
nous
laissait
seuls
.
Cette
noble
dame
de
compagnie
se
croyait
débarrassée
de
tout
service
quand
elle
me
voyait
là
.
Vite
,
vite
à
l'
office
avec
la
cuisinière
,
et
en
avant
les
cartes
.
Je
ne
m'
en
plaignais
pas
	;	
pensez
donc
!
en
tête-à-tête
avec
les
yeux
noirs
.
Dieu
!
les
bonnes
heures
que
j'
ai
passées
dans
ce
petit
salon
jonquille
!
Presque
toujours
j'
apportais
un
livre
,
un
de
mes
poètes
favoris
,
et
j'
en
lisais
des
passages
aux
yeux
noirs
,
qui
se
mouillaient
de
belles
larmes
ou
lançaient
des
éclairs
,
selon
les
endroits
.
Pendant
ce
temps
,
Mlle
Pierrotte
brodait
près
de
nous
des
pantoufles
pour
son
père
ou
nous
jouait
ses
éternelles
Rêveries
de
Rosellen
	;	
mais
nous
la
laissions
bien
tranquille
,
je
vous
assure
.
Quelquefois
cependant
,
à
l'
endroit
le
plus
pathétique
de
nos
lectures
,
cette
petite
bourgeoise
faisait
à
haute
voix
une
réflexion
saugrenue
,
comme
:
«
Il
faut
que
je
fasse
venir
l'
accordeur
...
»
ou
bien
encore
:
«
J'
ai
deux
points
de
trop
à
ma
pantoufle
»
Alors
de
dépit
je
fermais
le
livre
et
je
ne
voulais
pas
aller
plus
loin
	;	
mais
les
yeux
noirs
avaient
une
certaine
façon
de
me
regarder
qui
m'
apaisait
tout
de
suite
,
et
je
continuais
.
Il
y
avait
sans
doute
une
grande
imprudence
à
nous
laisser
ainsi
toujours
seuls
dans
ce
petit
salon
jonquille
.
Songez
qu'
à
nous
deux
--
les
yeux
noirs
et
Désir-de-plaire
--
nous
ne
faisions
pas
trente-quatre
ans
...
Heureusement
que
Mlle
Pierrotte
ne
nous
quittait
jamais
,
et
c'
était
une
surveillance
très
sage
,
très
avisée
,
très
éveillée
,
comme
il
en
faut
à
la
garde
des
poudrières
...
Un
jour
--
je
me
souviens
--
nous
étions
assis
,
les
yeux
noirs
et
moi
,
sur
un
canapé
du
salon
,
par
un
tiède
après-midi
du
mois
de
mai
,
la
fenêtre
entrouverte
,
les
grands
rideaux
baissés
et
tombant
jusqu'
à
terre
.
On
lisait
Faust
,
ce
jour
-là
!
...
La
lecture
finie
,
le
livre
me
glissa
des
mains
	;	
nous
restâmes
un
moment
l'
un
contre
l'
autre
,
sans
parler
,
dans
le
silence
et
le
demi-jour
...
Elle
avait
sa
tête
appuyée
sur
mon
épaule
.
Par
la
guimpe
entrebâillée
,
je
voyais
de
petites
médailles
d'
argent
qui
reluisaient
au
fond
de
la
gorgerette
...
Subitement
,
Mlle
Pierrotte
parut
au
milieu
de
nous
.
Il
faut
voir
comme
elle
me
renvoya
bien
vite
à
l'
autre
bout
du
canapé
--
et
quel
grand
sermon
!
«
Ce
que
vous
faites
là
est
très
mal
,
chers
enfants
,
nous
dit
-elle
...
Vous
abusez
de
la
confiance
qu'
on
vous
montre
...
Il
faut
parler
au
père
de
vos
projets
...
Voyons
!
Daniel
,
quand
lui
parlerez
-vous
?
»
Je
promis
de
parler
à
Pierrotte
très
prochainement
,
dès
que
j'
aurais
fini
mon
grand
poème
.
Cette
promesse
apaisa
un
peu
notre
surveillante
	;	
mais
c'
est
égal
!
depuis
ce
jour
,
défense
fut
faite
aux
yeux
noirs
de
s'
asseoir
sur
le
canapé
,
à
côté
de
Désir-de-plaire
.
Ah
!
c'
était
une
jeune
personne
très
rigide
,
cette
demoiselle
Pierrotte
.
Figurez
-vous
que
,
dans
les
premiers
temps
,
elle
ne
voulait
pas
permettre
aux
yeux
noirs
de
m'
écrire
	;	
à
la
fin
,
pourtant
,
elle
y
consentit
,
à
l'
expresse
condition
qu'
on
lui
montrerait
toutes
les
lettres
.
Malheureusement
,
ces
adorables
lettres
pleines
de
passion
que
m'
écrivaient
les
yeux
noirs
,
Mlle
Pierrotte
ne
se
contentait
pas
de
les
relire
	;	
elle
y
glissait
souvent
des
phrases
de
son
cru
comme
ceci
par
exemple
:
«
...
Ce
matin
,
je
suis
toute
triste
.
J'
ai
trouvé
une
araignée
dans
mon
armoire
.
Araignée
du
matin
,
chagrin
.
»
Ou
,
bien
encore
:
«
On
ne
se
met
pas
en
ménage
avec
des
noyaux
de
pêche
...
»
Et
puis
l'
éternel
refrain
:
«
Il
faut
parler
au
père
de
vos
projets
...
»
À
quoi
je
répondais
invariablement
:
«
Quand
j'
aurai
fini
mon
poème
!
...
»
VIII
--
UNE
LECTURE
AU
PASSAGE
DU
SAUMON
Enfin
,
je
le
terminai
,
ce
fameux
poème
.
J'
en
vins
à
bout
après
quatre
mois
de
travail
,
et
je
me
souviens
qu'
arrivé
aux
derniers
vers
je
ne
pouvais
plus
écrire
,
tellement
les
mains
me
tremblaient
de
fièvre
,
d'
orgueil
,
de
plaisir
,
d'
impatience
.
Dans
le
clocher
de
Saint-Germain
,
ce
fut
un
événement
.
Jacques
,
à
cette
occasion
,
redevint
pour
un
jour
le
Jacques
d'
autrefois
,
le
Jacques
du
cartonnage
et
des
petits
pots
de
colle
.
Il
me
relia
un
magnifique
cahier
sur
lequel
il
voulut
recopier
mon
poème
de
sa
propre
main
	;	
et
c'
étaient
à
chaque
vers
des
cris
d'
admiration
,
des
trépignements
d'
enthousiasme
...
Moi
,
j'
avais
moins
de
confiance
dans
mon
œuvre
.
Jacques
m'
aimait
trop
	;	
je
me
méfiais
de
lui
.
J'
aurais
voulu
faire
lire
mon
poème
à
quelqu'
un
d'
impartial
et
de
sûr
.
Le
diable
,
c'
est
que
je
ne
connaissais
personne
.
Pourtant
,
à
la
crémerie
,
les
occasions
ne
m'
avaient
pas
manqué
de
faire
des
connaissances
.
Depuis
que
nous
étions
riches
,
je
mangeais
à
table
d'
hôte
,
dans
la
salle
du
fond
.
Il
y
avait
là
une
vingtaine
de
jeunes
gens
,
des
écrivains
,
des
peintres
,
des
architectes
,
ou
pour
mieux
dire
de
la
graine
de
tout
cela
.
--
Aujourd'hui
la
graine
a
monté
	;	
quelques-uns
de
ces
jeunes
gens
sont
devenus
célèbres
,
et
quand
je
vois
leurs
noms
dans
les
journaux
,
cela
me
crève
le
cœur
,
moi
qui
ne
suis
rien
.
--
À
mon
arrivée
à
la
table
,
tout
ce
jeune
monde
m'
accueillit
à
bras
ouverts
	;	
mais
comme
j'
étais
trop
timide
pour
me
mêler
aux
discussions
,
on
m'
oublia
vite
,
et
je
fus
aussi
seul
au
milieu
d'
eux
tous
que
je
l'
étais
à
ma
petite
table
,
dans
la
salle
commune
.
J'
écoutais
	;	
je
ne
parlais
pas
...
Une
fois
par
semaine
,
nous
avions
à
dîner
avec
nous
un
poète
très
fameux
dont
je
ne
me
rappelle
plus
le
nom
,
mais
que
ces
messieurs
appelaient
Baghavat
,
du
titre
d'
un
de
ses
poèmes
.
Ces
jours
-là
on
buvait
du
bordeaux
à
dix-huit
sous
	;	
puis
,
le
dessert
venu
,
le
grand
Baghavat
récitait
un
poème
indien
.
C'
était
sa
spécialité
,
les
poèmes
indiens
.
Il
en
avait
un
intitulé
Lakçamana
,
un
autre
Daçaratha
,
un
autre
Kalatçala
,
un
autre
Bhagirathg
,
et
puis
Çudra
,
Cunocépa
,
Vicvamitra
...
	;	
mais
le
plus
beau
de
tous
était
encore
Baghavat
.
Ah
!
quand
le
poète
récitait
Baghavat
,
toute
la
salle
du
fond
croulait
.
On
hurlait
,
on
trépignait
,
on
montait
sur
les
tables
.
J'
avais
à
ma
droite
un
petit
architecte
à
nez
rouge
qui
sanglotait
dès
le
premier
vers
et
tout
le
temps
s'
essuyait
les
yeux
avec
ma
serviette
...
Moi
,
par
entraînement
,
je
criais
plus
fort
que
tout
le
monde
:
mais
,
au
fond
,
je
n'
étais
pas
fou
de
Baghavat
.
En
somme
,
ces
poèmes
indiens
se
ressemblaient
tous
.
C'
était
toujours
un
lotus
,
un
condor
,
un
éléphant
et
un
buffle
	;	
quelquefois
